DATE,DESCRIPTION,ORIGINAL_DESCRIPTION,AMOUNT,TRANSACTION_TYPE,CATEGORY,ACCOUNT_NAME,LABELS,NOTES
1/25/2015,'Mbcr Cmt Rl','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',7.85,debit,Restaurants,William Wright,,
11/22/2018,'Zipcar','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',43.24,credit,Coffee Shops,Amy Hunt,,
6/30/2015,'Transfer from Regular Savings','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',42.98,debit,Rental Car & Taxi,Javier Newman,,
4/9/2015,'Suppas Pizza Subs','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',7.29,credit,Clothing,Michael Woods,,
11/1/2016,'Dunkin Donuts','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',15.72,debit,Parking,Anthony Adams,,
4/10/2017,'Macy's','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',23.71,credit,Parking,Joseph Rivera,,
9/5/2017,'Mbcr Cmt Rl','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',12.01,debit,Restaurants,Jesus Bauer,,
12/24/2016,'Macy's','Online Banking transfer from SAV 6666 Confirmation# 14152121894',19.77,credit,Transfer,Joshua Elliott,,
12/24/2015,'Transfer from Regular Savings','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',29.76,credit,Restaurants,Jasmine Zimmerman,,
10/16/2017,'Macy's','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',15.13,credit,Parking,Jason Klein,,
4/21/2015,'Transfer from Regular Savings','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',31.78,credit,Transfer,Ryan Bird,,
12/13/2017,'Dunkin Donuts','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',32.66,debit,Clothing,Daniel Jefferson,,
8/8/2017,'Transfer from Regular Savings','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',40.8,credit,Transfer,Rachel Hancock,,
9/27/2018,'Macy's','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',11.88,debit,Clothing,Frances Roberts,,
3/30/2018,'Macy's','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',22.99,debit,Clothing,Jeffrey Jones,,
4/28/2016,'Dunkin Donuts','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',7.27,credit,Coffee Shops,Daniel Brown,,
6/1/2016,'Macy's','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',16.23,debit,Parking,Cory Jones,,
10/22/2017,'Macy's','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',15.44,credit,Rental Car & Taxi,Justin Smith,,
7/28/2015,'Macy's','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',40.3,credit,Clothing,Natasha Barr,,
11/18/2018,'Zipcar','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',33.41,debit,Parking,Emily Shaffer,,
4/3/2017,'Macy's','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',32.77,debit,Clothing,Joshua Brown,,
12/8/2018,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',28.39,debit,Parking,Evan Edwards,,
8/18/2018,'Mbcr Cmt Rl','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',14.13,debit,Coffee Shops,Martin Hopkins,,
2/18/2016,'Suppas Pizza Subs','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',27.54,debit,Transfer,Ashley Hamilton,,
3/15/2016,'Indian Basket','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',39.52,credit,Clothing,Shirley Briggs,,
7/4/2016,'Transfer from Regular Savings','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',47.93,debit,Clothing,Shelley Hawkins,,
6/18/2015,'Dunkin Donuts','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',46.07,debit,Coffee Shops,Rebecca Daniel,,
11/22/2018,'Indian Basket','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',13.33,credit,Clothing,Brian Barrera,,
8/18/2015,'Mbcr Cmt Rl','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',30.05,credit,Rental Car & Taxi,Jonathan Johnson DDS,,
10/25/2015,'Mbcr Cmt Rl','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',27.66,credit,Rental Car & Taxi,Steven Booker,,
7/11/2018,'Transfer from Regular Savings','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',35.69,credit,Restaurants,Monica Neal,,
3/6/2017,'Transfer from Regular Savings','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',5.74,credit,Restaurants,Joshua Brown,,
2/11/2018,'Zipcar','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',16.85,credit,Clothing,Elaine Warren,,
3/19/2017,'Indian Basket','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',31.65,credit,Rental Car & Taxi,Shelley Bryant,,
4/17/2015,'Dunkin Donuts','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',9.18,debit,Transfer,Daniel Lam,,
9/5/2017,'Dunkin Donuts','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',40.02,credit,Clothing,Diane Santos,,
7/28/2016,'Macy's','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',43.27,credit,Transfer,Steven Dennis,,
10/12/2016,'Transfer from Regular Savings','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',24.83,credit,Clothing,Lawrence Mann,,
3/16/2016,'Mbcr Cmt Rl','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',22.14,credit,Parking,Travis Carpenter,,
9/26/2016,'Macy's','Online Banking transfer from SAV 6666 Confirmation# 14152121894',4.26,debit,Restaurants,Richard Nicholson,,
9/26/2015,'Zipcar','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',37.42,debit,Restaurants,Franklin Simmons,,
10/4/2017,'Macy's','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',14.92,credit,Restaurants,Mr. Nicholas Page MD,,
11/22/2015,'Mbcr Cmt Rl','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',17.5,credit,Transfer,Michael Franklin,,
9/24/2015,'Suppas Pizza Subs','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',46.58,credit,Coffee Shops,Tammy Johnson,,
3/22/2017,'Zipcar','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',44.03,debit,Coffee Shops,Austin Cooley,,
6/27/2016,'Suppas Pizza Subs','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',38.54,credit,Restaurants,Sharon Hoover,,
12/29/2015,'Indian Basket','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',45.62,credit,Parking,Allison Hall,,
10/24/2015,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',29.65,debit,Restaurants,Eric Frank,,
10/29/2018,'Suppas Pizza Subs','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',9.48,debit,Parking,Elizabeth Edwards,,
11/12/2017,'Macy's','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',23.25,debit,Parking,Juan Thompson,,
4/20/2015,'Zipcar','Online Banking transfer from SAV 6666 Confirmation# 14152121894',16.34,credit,Parking,Helen Silva,,
11/21/2018,'Dunkin Donuts','Online Banking transfer from SAV 6666 Confirmation# 14152121894',18.76,credit,Coffee Shops,Yvonne Villa,,
11/7/2016,'Indian Basket','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',4.3,credit,Clothing,Kimberly Santos,,
11/4/2018,'Dunkin Donuts','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',21.3,debit,Parking,Derek Wilson DVM,,
2/14/2015,'Transfer from Regular Savings','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',41.02,debit,Clothing,Anthony Black,,
2/26/2016,'Indian Basket','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',47.91,credit,Rental Car & Taxi,Shawn Hodges,,
6/2/2016,'Indian Basket','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',40.84,credit,Coffee Shops,Kathryn Knox,,
11/17/2017,'Indian Basket','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',3.48,debit,Coffee Shops,Clayton Collins,,
11/16/2018,'Indian Basket','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',26.22,credit,Restaurants,Joyce Griffin,,
12/13/2017,'Macy's','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',20.86,credit,Transfer,Kelly Beck,,
6/10/2017,'Transfer from Regular Savings','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',18.7,debit,Transfer,Michelle James,,
11/4/2018,'Dunkin Donuts','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',9.83,credit,Parking,Heather Harper,,
1/18/2018,'Zipcar','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',31.57,credit,Restaurants,Scott Young,,
7/20/2015,'Transfer from Regular Savings','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',9.64,debit,Coffee Shops,John Rowland,,
9/25/2015,'Dunkin Donuts','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',32.01,credit,Coffee Shops,Amber Miller,,
2/30/2016,'Suppas Pizza Subs','Online Banking transfer from SAV 6666 Confirmation# 14152121894',41.07,debit,Clothing,Robert Washington,,
4/27/2018,'Transfer from Regular Savings','Online Banking transfer from SAV 6666 Confirmation# 14152121894',15.89,debit,Rental Car & Taxi,Phyllis Johnston,,
12/17/2017,'Suppas Pizza Subs','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',5.64,debit,Clothing,Jennifer Larson,,
5/10/2015,'Zipcar','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',8.47,credit,Transfer,Alexa Fitzgerald,,
6/17/2018,'Suppas Pizza Subs','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',15.36,debit,Rental Car & Taxi,Jennifer Harrell,,
10/30/2016,'Indian Basket','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',47.27,debit,Transfer,Amy Tucker,,
12/17/2017,'Suppas Pizza Subs','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',11.34,credit,Coffee Shops,Michael House,,
5/24/2015,'Mbcr Cmt Rl','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',26.26,credit,Rental Car & Taxi,Matthew Mcdonald,,
7/11/2018,'Transfer from Regular Savings','Online Banking transfer from SAV 6666 Confirmation# 14152121894',11.97,credit,Rental Car & Taxi,Dana Thompson,,
3/30/2017,'Indian Basket','Online Banking transfer from SAV 6666 Confirmation# 14152121894',24.61,debit,Transfer,Nichole Campos,,
10/26/2018,'Dunkin Donuts','Online Banking transfer from SAV 6666 Confirmation# 14152121894',26.21,credit,Restaurants,Vincent Franco,,
3/23/2017,'Indian Basket','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',28.87,credit,Coffee Shops,Jacob Woods,,
9/27/2018,'Indian Basket','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',38.02,credit,Clothing,Margaret Shelton,,
10/3/2018,'Macy's','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',45.14,credit,Restaurants,Joseph Williams,,
9/17/2016,'Mbcr Cmt Rl','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',13.47,debit,Transfer,Jerry Pennington,,
9/25/2015,'Macy's','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',23.84,debit,Coffee Shops,Becky Richardson,,
1/2/2016,'Macy's','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',44.19,credit,Rental Car & Taxi,Gary Williams,,
9/26/2017,'Macy's','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',9.89,credit,Restaurants,Annette Zhang,,
12/30/2016,'Indian Basket','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',20.56,debit,Coffee Shops,Brittany Gallagher,,
12/28/2018,'Indian Basket','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',20.71,debit,Parking,Lisa Martin,,
3/8/2015,'Zipcar','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',3.62,debit,Rental Car & Taxi,Joseph Burke,,
10/21/2017,'Transfer from Regular Savings','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',17.96,debit,Transfer,Amber Fitzgerald,,
2/26/2015,'Macy's','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',33.9,credit,Parking,Barbara Murphy,,
9/26/2016,'Mbcr Cmt Rl','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',46.36,debit,Transfer,Adam Boone MD,,
7/28/2018,'Transfer from Regular Savings','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',4.83,debit,Rental Car & Taxi,Micheal Hall,,
1/4/2017,'Macy's','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',20.04,credit,Coffee Shops,Sarah Woods,,
2/21/2015,'Zipcar','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',36.72,debit,Restaurants,Shawn Rodriguez,,
1/19/2017,'Transfer from Regular Savings','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',36.59,credit,Transfer,Tara Sanford,,
6/4/2016,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',13.56,credit,Transfer,Michele Bell,,
6/6/2018,'Indian Basket','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',32.11,debit,Transfer,Aaron Crawford,,
10/25/2015,'Indian Basket','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',16.04,credit,Transfer,Brandon Singleton,,
7/25/2015,'Zipcar','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',37.95,credit,Parking,Diana Schmidt,,
11/30/2017,'Dunkin Donuts','Online Banking transfer from SAV 6666 Confirmation# 14152121894',24.65,debit,Parking,Julia Gibson,,
1/11/2017,'Zipcar','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',38.99,credit,Rental Car & Taxi,Shannon Maldonado,,
11/11/2016,'Mbcr Cmt Rl','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',30.63,debit,Transfer,Tony Carter,,
7/21/2018,'Macy's','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',4.78,debit,Transfer,Sarah Lynch,,
2/18/2018,'Transfer from Regular Savings','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',26.8,credit,Rental Car & Taxi,Jonathan Faulkner,,
8/14/2018,'Indian Basket','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',22.08,debit,Transfer,Jordan Wu,,
11/6/2016,'Mbcr Cmt Rl','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',14.26,credit,Rental Car & Taxi,Michael Meyer,,
5/22/2015,'Transfer from Regular Savings','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',16.91,debit,Transfer,Danny Erickson,,
10/8/2018,'Indian Basket','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',28.49,debit,Coffee Shops,Greg Martinez,,
10/24/2018,'Mbcr Cmt Rl','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',18.77,debit,Transfer,Frank Vargas,,
8/5/2017,'Mbcr Cmt Rl','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',21.88,credit,Restaurants,Jamie Lee,,
1/30/2015,'Indian Basket','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',37.31,debit,Clothing,Jennifer Warren,,
8/5/2017,'Macy's','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',26.43,debit,Parking,Keith Brooks,,
1/20/2016,'Dunkin Donuts','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',23.73,credit,Transfer,Matthew Phelps,,
2/4/2018,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',18.16,credit,Transfer,Diana Bender,,
5/16/2015,'Zipcar','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',6.94,debit,Transfer,Lauren Dunn,,
2/29/2016,'Macy's','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',13.27,debit,Rental Car & Taxi,Amanda Williamson,,
11/7/2016,'Macy's','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',13.55,credit,Transfer,Erica Williams,,
7/10/2017,'Mbcr Cmt Rl','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',40.01,debit,Coffee Shops,Gregory Chavez,,
10/22/2016,'Macy's','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',22.12,credit,Rental Car & Taxi,Steven Dominguez,,
1/11/2018,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',16.17,credit,Coffee Shops,Andrew Walton,,
3/15/2018,'Mbcr Cmt Rl','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',14.98,debit,Clothing,Bryce Lopez,,
3/5/2015,'Dunkin Donuts','Online Banking transfer from SAV 6666 Confirmation# 14152121894',16.85,debit,Coffee Shops,Megan Harris,,
5/15/2016,'Suppas Pizza Subs','Online Banking transfer from SAV 6666 Confirmation# 14152121894',16.97,credit,Coffee Shops,Julia Casey,,
7/10/2017,'Indian Basket','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',26.04,debit,Restaurants,Caroline Snyder,,
12/7/2016,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',13.26,debit,Transfer,Ricky Jones,,
4/28/2015,'Indian Basket','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',29.46,credit,Clothing,Lance Coleman,,
7/26/2018,'Mbcr Cmt Rl','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',44.1,debit,Parking,Kevin Jackson,,
11/22/2016,'Suppas Pizza Subs','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',17.79,debit,Clothing,Austin Jackson,,
10/3/2017,'Suppas Pizza Subs','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',37.24,credit,Transfer,Tracey Taylor,,
1/15/2016,'Macy's','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',37.23,debit,Restaurants,Katherine Gomez,,
9/1/2018,'Indian Basket','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',19.04,debit,Transfer,Brittany Roberts,,
11/8/2016,'Macy's','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',41.7,debit,Rental Car & Taxi,Sara Green,,
1/30/2018,'Indian Basket','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',39.36,credit,Clothing,Amanda Lopez,,
7/23/2016,'Mbcr Cmt Rl','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',36.1,debit,Transfer,Andrea Reed,,
7/4/2018,'Indian Basket','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',38.06,debit,Clothing,Brenda Bell,,
1/9/2015,'Mbcr Cmt Rl','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',9.87,debit,Rental Car & Taxi,Patricia Lopez,,
6/19/2015,'Transfer from Regular Savings','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',42.62,debit,Transfer,Jeremy Barnes,,
12/8/2016,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',22.81,credit,Rental Car & Taxi,David Montgomery,,
7/14/2015,'Suppas Pizza Subs','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',18.33,debit,Clothing,Lance Davis,,
9/5/2018,'Mbcr Cmt Rl','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',27.69,credit,Rental Car & Taxi,Rachel Wood,,
10/3/2017,'Suppas Pizza Subs','Online Banking transfer from SAV 6666 Confirmation# 14152121894',13.28,debit,Transfer,Mark Garner,,
11/28/2017,'Transfer from Regular Savings','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',4.35,debit,Clothing,Patrick Lutz,,
2/16/2017,'Macy's','Online Banking transfer from SAV 6666 Confirmation# 14152121894',24.46,debit,Coffee Shops,Renee Webster,,
11/8/2016,'Dunkin Donuts','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',17.13,debit,Parking,Julie Blake,,
10/7/2016,'Suppas Pizza Subs','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',41.45,credit,Restaurants,Gregory Flores,,
4/7/2016,'Indian Basket','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',4.87,credit,Coffee Shops,Brandy Hinton,,
2/19/2018,'Macy's','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',21.86,debit,Parking,Michael Tran,,
5/3/2015,'Macy's','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',18.14,credit,Transfer,Rachel Wolfe,,
1/9/2015,'Mbcr Cmt Rl','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',31.31,debit,Parking,Denise Ramirez,,
8/10/2017,'Transfer from Regular Savings','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',36.08,debit,Restaurants,Mario Ross,,
4/14/2016,'Suppas Pizza Subs','Online Banking transfer from SAV 6666 Confirmation# 14152121894',42.68,credit,Rental Car & Taxi,Nicholas Lloyd,,
5/25/2016,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',33.3,credit,Transfer,Mr. Joshua Joseph,,
4/6/2018,'Zipcar','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',17.45,credit,Clothing,Jennifer Weaver,,
2/24/2017,'Macy's','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',24.32,debit,Parking,Lauren Whitehead,,
5/29/2015,'Suppas Pizza Subs','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',11.49,credit,Clothing,Calvin Graves,,
2/22/2017,'Macy's','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',46.94,debit,Coffee Shops,Caroline Evans,,
4/9/2017,'Transfer from Regular Savings','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',19.11,debit,Clothing,Barbara Reilly,,
5/16/2015,'Macy's','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',19.56,debit,Rental Car & Taxi,Christopher Alvarez,,
7/19/2016,'Dunkin Donuts','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',16.35,credit,Restaurants,Kimberly Hayes,,
5/2/2017,'Indian Basket','Online Banking transfer from SAV 6666 Confirmation# 14152121894',38.18,debit,Parking,Donna Brooks,,
8/25/2017,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',3.85,debit,Rental Car & Taxi,Andrew King MD,,
6/17/2016,'Dunkin Donuts','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',23.79,debit,Coffee Shops,Barbara Meyer,,
1/19/2015,'Mbcr Cmt Rl','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',17.36,debit,Restaurants,Alyssa Baird,,
12/16/2016,'Transfer from Regular Savings','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',46.96,debit,Rental Car & Taxi,Matthew Singh,,
12/24/2017,'Suppas Pizza Subs','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',23.57,credit,Transfer,Julie Smith,,
10/26/2016,'Indian Basket','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',23.76,credit,Rental Car & Taxi,Meagan Reynolds,,
8/8/2017,'Dunkin Donuts','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',37.0,debit,Parking,Christy Spence,,
4/21/2018,'Zipcar','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',47.2,credit,Transfer,John Mendoza,,
3/30/2017,'Dunkin Donuts','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',9.63,credit,Clothing,Shannon Webb,,
9/28/2015,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',28.91,debit,Transfer,Andrew Adams,,
4/18/2018,'Transfer from Regular Savings','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',38.57,debit,Clothing,Sarah Gonzalez,,
1/12/2015,'Indian Basket','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',18.46,debit,Transfer,Lee Bowers,,
5/12/2016,'Indian Basket','Online Banking transfer from SAV 6666 Confirmation# 14152121894',9.35,credit,Parking,Breanna Brown,,
